,Groserias,Vulgar,Agresivo,Ofensivo
5367,"@latinus_us @vampipe Por dignidad debería de renunciar, aun que en morena carecen de esta",0,0,0
5368,"@HernanGomezB @CitlaHM @senadomexicano Y ahora  que opinas ?  por qué también decías lo mismo hace unos meses con relación a la militarización de la guardia nal. 
Su mesías también les ha engañado y los ha hecho verse cada vez peor sin moral ni dignidad .",0,0,1
5369,La dignidad humana y calidad de vida???? Conceptos que esta gente ni topa 😖 https://t.co/1JmjImm0mO,0,0,0
5370,"@jgnaredo No tienes cómo justificar ésto. 
No arrastres tu dignidad tan feo, si es que todavía tienes un poquito... https://t.co/RYYS3eMNIa",0,0,1
5371,@elchiringuitotv @criscubero @jesusguevarab Que triste que no tenga dignidad esta mujer después de recordar cómo se fue de un lugar donde no se puede hablar mal del madrid,0,0,0
5372,Gracias señor presidente @lopezobrador_ y a usted también @adan_augusto políticos responsables del pueblo mexicano y de velar por la paz y la tranquilidad de nuestro país sumergido en tragedias desde que ustedes están al frente del poder político entregando su dignidad al crimen. https://t.co/WRX3nWtwxL,0,0,0
5373,"Agradezco de todo corazón las muestras de solidaridad ante la brutal vulgaridad del  depravado que me insultó.

Sus expresiones violentaron mi dignidad.

Ya están en curso las acciones legales en defensa de mis derechos.",0,0,1
5374,"#DíaDeLaMujerIndígena ✊🏽 @vicente_alida de la Alcaldía Indígena Poqomam de Palín, saluda a las lideresas y autoridades de los territorios que luchan por los derechos colectivos. ""Es importante que se levante la dignidad de las mujeres indígenas"" exigió la lideresa. 

📹 Cortesía https://t.co/W7izE7FiDR",0,0,0
5375,@FierroGral Dignidad y mucha.,0,0,0
5376,"Y de los ""periodistas"" y páginas de ""noticias"" mejor ni hablamos jaja esas gentes no tienen dignidad alguna y no vale la pena hablar de ellos.😂 viboras y payasos",0,0,1
5377,"@letroblesrosa @CitlaHM @DeniseDresserG ¿Dialoga? ¿Qué drogas tomas? Recibe un papel, las calla, les da el avión y las insulta, y se va, con la nula dignidad que tiene.",0,0,1
5378,"@HernanGomezB @CitlaHM @senadomexicano Es increíble tu grado de estupidez, te debocaras casi igual que la Vilchismosa, ten un poco de dignidad Hernán, enserio que eres patético!!!",0,0,1
5379,@Rich_BarbP @DeniseDresserG Ese adefesio hasta el tope de triglicéridos y grasas saturadas no es digno de respeto alguno salvo para las mascotas sin dignidad de los chairos que sí les aplauden y defienden políticos es por conveniencia de las limosnas que les dan.,0,0,1
5380,@letroblesrosa @PRI_Nacional @senadomexicano Hacen bien. Un poco de dignidad ante la ignominia de una diputada irresponsable es oxígeno ético en el mar de las abyecciones y las regresiones democráticas.,0,0,0
5381,"@ClaudioXGG Ya deja de llorar perro la codicia es más grande que tu dignidad, ya mamaste de gobierno y del pueblo, no tienes llenadera, le #DerechaMiserable jamás se ha preocupado por el pueblo.",1,1,1
5382,"@ClaudioXGG @GamesMartino Voltea a otro lado. Ya los usó @alitomorenoc para defenderse, ya los abandonó ahora que #Morena le ofreció impunidad y no más audios a cambio de apoyar la militarización. Ten dignidad y salva tu alianza repudiando al PRI de Alito.",0,0,0
5383,"Ya no queda duda,no es Verónica..
 Es una facha a la cual el cerebro no le da para más, mira que comparar la estrategia del carnicero de Morelia con la de AMLO ,ya es confundir mucho las cosas.
Lo que hacen por dinero,venderse y vender la poca dignidad que les queda. https://t.co/jxbxYoLbQM",0,0,1
5384,"@CeciliaSosaG @Sabiens @MariaCorinaYA El ""tiempo real"" es cohabitar con el sistema depredador de rentas de la IV y de la V. El CORAJE se fundamenta en lo constituyente originario, en la dignidad del pueblo; no en la conveniencia crematística de las élites jurásicas de la oposición.",0,0,0
5385,"También tiene los políticos más corruptos del mundo,que han incrementado la pobreza a niveles jamás pensados y desconocen el concepto de dignidad! https://t.co/Ysr2Lukby4",0,0,1
5386,"Mi bolita de la secundaria solían descargar sus inseguridades en mí y yo las dejaba, nunca dije nada

Pero no empecé a sentir a mí dignidad enojada hasta la prepa

Una vez fuimos juntas a un concierto y ellas soltaron: Ay mira, Pime no es tan fea aunque se tiene que arreglar 💀",0,0,0
5387,"@juncalssolano Sera porque sigues de 🐌 arrastrandote a mas no poder, tantita dignidad quierete poquito",0,0,1
5388,"Persona la caga ogt; No lo acepta ogt; No cambia, sigue igual ogt; Ve que las personas que cambiaron y mejoraron son felices ogt; No lo acepta ogt; Se pone a cagar el palo donde no le llamaron. 

Que perro oso hay que tener dignidad.",1,0,1
5389,"Lo peor es que en 2 partidos van a estar maldiciendo al jamonzard de nuevo😵🥴 jamás me voy a subir a ese barco ni al de ausencio, yo si tengo dignidad 🤣",0,0,0
5390,@elchiringuitotv Dignidad.,0,0,0
5391,@Gustavo16942263 @jgnaredo @PRDMexico Esa cosa no tiene dignidad.,0,0,1
5392,qué bonito sería hablarte pero primero mi dignidad,0,0,0
5393,@pitu_pop No veo la relación entre tu dignidad y la poca ropa.,0,0,0
5394,"#IniciativaGPPAN

Proponemos modificar el artículo 390 del Código Penal Federal para que dentro de la extorsión se incluya el daño moral y psicológico. 

Es necesario asegurar una legislación apropiada que proteja la libertad, la tranquilidad y la dignidad humana: @ErandiBermudez https://t.co/QQw9NePXbg",0,0,0
5395,"La titular de la CEDHJ invitó a las organizaciones y colectivos ciudadanos a sumar en favor de la promoción, difusión y defensa de la dignidad humana.

En la consulta participaron organizaciones civiles, padres de familia, académicos y estudiantes.",0,0,0
5396,"Diálogo público de Burros Ciegos 
Ambos atacan 
Ninguno admite respuestas que no sean de su rebaño ! 
Esa politiqueria es suicida para una Nacion . 
Urge dignidad en el actuar político pero además vocación de estado .
#SocialDemocraciaCristiana https://t.co/7GEXEcE9mI",0,0,0
5397,"@CitlaHM @lopezobrador_ @PartidoMorenaMx @Mx_Diputados @DiputadosMorena @MorenaSenadores @GobiernoMX #Mexico 🇲🇽 #LigaDeGuerreros 
🤷🏻‍♂️ ¿¿¿ Qué Pachó ???🤷🏻‍♂️
Incongruencia, falta de convicciones, falta de principios, falta de moral, falta de dignidad, ésto si es Traición a la patria https://t.co/QVsNFi4gqu",0,0,0
5398,"📲#LJAComparte | Las nuevas generaciones tomarán la bandera de las prerrogativas inalienables para la realización de la dignidad humana, señaló Ricardo César Pérez Manrique
              
La nota completa aquí ✍️ https://t.co/ByajvB6pXt",0,0,0
5399,Jajajaja ese Markito!!!!ahí está tu alianza apá! Te queda grande el saco del #PAN por dignidad deberías renunciar,0,0,0
5400,"El gobernador aconsejó al alcalde de Chiautzingo devolver las cosas, pues subrayó que en el ejercicio del poder debe prevalecer la dignidad.
https://t.co/esfT9lqgkO",0,0,0
5401,"@Luisito43986981 @lopezobrador_ ¿Dignidad?.

No sabe que es eso.",0,0,0
5402,@pitu_pop La dignidad es subjetiva. Y en este caso estética.,0,0,0
5403,"@fernandeznorona eres una mierda, cero dignidad, síguele chupando el pito a #AMLO Traidor A La Patria https://t.co/MO97IbLI7N",1,0,1
5404,"Mas de #MilEstudiantes 
En #Chicoloapan exigen al @Edomex y a Gobierno Municipal de #NancyĢómez #Seguridad y #Libertad
#CaravanaMexiquense 
#Dignidad #Justicia #Libertad y #Vida 
@Hazvalermilibe1  @hazmevaler @juntos_libertad @CDHZL @alfredodelmazo @PJEdomex @Legismex @jscesareo https://t.co/K5xuW1pCyN",0,0,0
5405,La palabra dignidad empieza con D y termina cuando seguís respondiéndole los mensajes cortantes.,0,0,0
5406,"🧵1/4 Nuestra lucha es por nuestra dignidad y protección de nuestro conocimientos, como descendientes de grandes Pueblos Milenarios. Hoy, durante el V encuentro Nacional Movimiento Nacional de Tejedoras de Guatemala Ru Chalixik ri Qanaojb'äl
#mujeres #indígenas #Dignidad #5Sep https://t.co/dgMhlRVfTb",0,0,0
5407,"Duro golpe le pone @MarkoCortes y el #PAN al @PRI_Nacional de @alitomorenoc 
Está por venirse a tierra la coalición #VaPorMexico 🐸🐸🐸 ya por dignidad debería irse... #Chanfle 😜 https://t.co/oOAfln4su7",0,0,0
5408,"#AsiLoDijo GJ @vladimirpadrino: ""Todo el aporte que hace la #FANB, preservar la paz, desarrollo nacional y mantener intacta nuestra integridad territorial... a pesar de las circunstancias de agresión, siempre estaremos buscando nuevos espacios de dignidad que ustedes se merecen"". https://t.co/YEq2tTL4Ax",0,0,0
5409,@jgnaredo De tu dignidad ni hablamos esa ya valió madre,1,0,1
5410,"🌺Sabías que Rosario Onco Boutique, tiene la misión de ayudar al paciente oncológico a enfrentar su padecimiento con dignidad y aceptación, reconquistando su imagen y autoestima.
📌22 Sur No. 5314 ,#P1, Jardines de San Manuel.
📞2224708221
https://t.co/X5Plsxqiwe
@LeoLeobardo2 https://t.co/lwof2p9lyU",0,0,0
5411,"@anabeaumonth Tribunal Constitucional. Sentencia 67/2022:
La identidad de género es una circunstancia que tiene que ver con el libre desarrollo de la personalidad, íntimamente vinculada al respeto de la dignidad humana (art. 10.1 CE)
Link BOE 4 julio 2022
https://t.co/SmBpGc7h9i",0,0,0
5412,"@juventusfces Los últimos 3 partidos de serie a jugando con 4 defensas con centrales más rápidos y llegar a champions a amontonar medios y poner una defensa lenta contra una de las delanteras más rápidas de Europa, por dignidad que renuncie y se valla",0,0,0
5413,"@agua_presa @lumendoz La lógica chaira es más pendeja con tal de atacar a Lourdes defienden al inútil de Lozoya, no mamen más dignidad culeros",1,1,1
5414,"Porque a la mara le gusta generalizar? 

Por mas quemada que este la frase ""No todos somos iguales"" créanme que si hay personas que no les gusta comer mierda y tienen dignidad.",1,0,1
5415,"El colectivo Luz de Esperanza realizó, este 4 de septiembre, una serie de acciones de protesta y exigencia de aparición con vida de sus familiares desaparecidos en Jalisco

Vía ZonaDocs👇
https://t.co/l2bTb6ZuXd",0,0,0
5416,"@XinicoSandra La única etiqueta que yo usaría para referirme a usted es su nombre ""Sandra Xinico Batz"". Esa falsa dicotomía del oprimido y el opresor es otra trampa ideológica. El valor y dignidad no pueden depender del origen étnico.",0,0,0
5417,"🚨⚠️🏫 #Adolescentes, #maestros y #personal auxiliar del #Bachillerato Andrés Saturnino, en la comunidad de #Ciltláltepetl, fueron #amenazados con armas de fuego por un #comando; @MBarbosaMX se comprometió a que los ladrones serán capturados. 
#Puebla 
https://t.co/5f9SGNwlBa",0,0,0
5418,"Es un comité de la vergüenza, como Alí Babá y los 40 ladrones: Morena - https://t.co/6g9RBrWUl0 https://t.co/Med6hdeYSW",0,0,0
5419,Debemos activarnos para la caída de los ladrones narcoterroristas chavistoides.,0,0,0
5420,"#SalvadorAlvarado📍| Aún y cuando se han reforzado las acciones de vigilancia en las diversas zonas del municipio, los hechos delictivos se siguen suscitando, y solo en el mes de agosto se registraron 11 robos.

#ObservandoEnVivo🔴| @Noticierista https://t.co/9gjB01IaZD",0,0,0
5421,"@LaydaSansores Póngase a gobernar y deje de hacer un espectáculo de los cientos de ladrones qué hay en México. No me diga que usted tiene las manos limpias, porque no es así.",0,0,0
5422,"Los supuestos ladrones se identificaron como Carlos de Jesús N., de 47 años; Carlos Marcelino N., de 23 años; Guadalupe de Jesús N., de 27 años y María Elena N., de 42 años de edad, todos originarios de #Huamantla. (4/4)

 #TlaxcalaSeguro",0,0,0
5423,"@MontrealMe @salvadormaciste @juanbaaq Más tristes los pobres. A esos los ladrones de la 4T los engañan y son los que más pierden. Más pobres los ladrones y sus corruptos paleros, que del karma nadie se salva.",0,0,0
5424,"@Foro_TV @campossuarez Vamos de mal en peor!! Falta de #Valores , #educación  #Respeto ,futuros ladrones.",0,0,0
5425,No necesitan ayuda para desaparecer... así van bien. El Pueblo no quiere ladrones. https://t.co/WnqkfokUfn,0,0,0
5426,@prensagrafica Estos en un año quieren ver todo terminado. Y sus gobiernos ladrones en 30 años no hicieron nada más que robar. Ah pero ahí no existía la Prensa Gráfica verdad? Porque nunca denunciaron los robos mas grandes de la historia del pais? Acaso recibían algún dividendo ustedes?,0,0,0
5427,"@ErikaDecruz2 Así es, vamos con todo el apoyo para con el presidente y la continuidad del MOVIMIENTO. Y que desaparezcan esos partidos llenos de parásitos ladrones.",0,0,1
5428,"🚔🚨👮🏻En Tecamachalco, los sujetos entraron a robar varios artículos de valor al restaurante; los empleados se percataron de los hechos al entrar a trabajar

https://t.co/h8g8DzqLol",0,0,0
5429,"@RobertoMadrazo_ @YasminEsquivel_ @lorettaortiza Ustedes lo que quieren es que ladrones como tú, roben, maten, violen, y hacer todo tipo de delito y andar libres y eso pues el pueblo quien es quien manda, no lo tolera, imagínate, si te robaste un maratón que no podrás robarte......",0,0,1
5430,#fraude de @STP_Fintech al permitir que sus cuentas aparezcan como @SRE_mx para sacar citas!!! Se chingan a los viejitos que no se ponen vivos @CiroGomezL @lopezdoriga @brozoxmiswebs @Excelsior @ElFinanciero_Mx @El_Universal_Mx #ladrones #Pasaportes @ChumelTorres https://t.co/g26BvHlfG0,0,0,0
5431,"🚔🚨👮🏻En Tecamachalco, los sujetos entraron a robar varios artículos de valor al restaurante; los empleados se percataron de los hechos al entrar a trabajar

https://t.co/HqDr733Bze",0,0,0
5432,"No se pudieron pelar 

-Detienen a presuntos ladrones de auto.

-Pertenece a una plataforma de viajes. 

Leer nota: https://t.co/7pFB7U53IK

#Robo #Persecucion #Noticias #Hoy https://t.co/jC1WyhH5CE",0,0,0
5433,"20 trabajadores de la empresa Volkswagen fueron despojados de sus pertenencias por ladrones que se subieron al transporte de personal en la zona del SNTE

https://t.co/3qAePVvPXD",0,0,0
5434,@GlodeJo07 @AccionNacional @PRDMexico @PRI_Nacional No burra los que estamos desapareciendo a esos ladrones somos nosotros MORENA y no ustedes los derechangos.,0,0,0
5435,"Se a disparado una ola de ladrones cosa seria.
En San Rafael Obrajuelo en colonia Fatima hace un par de días le robaron a plena luz del día todo lo de la venta a un repartidor de sodas.
Creo que deben poner interés a esto también @PNCSV , @FGR_SV y @FUERZARMADASV . https://t.co/Yfb69FBFqa",0,0,0
5436,"Detienen a ladrones del ACIM, cazaban a sus víctimas en las casas de cambio del aeropuerto https://t.co/rBDx145qEl",0,0,0
5437,"#LaNoticiaAlMomento A pesar del reforzamiento de seguridad que se ha brindado en el municipio, aún no hay personas detenidas por el delito de robo. https://t.co/hqwZs1wQyy",0,0,0
5438,"20 trabajadores de la empresa Volkswagen fueron despojados de sus pertenencias por ladrones que se subieron al transporte de personal en la zona del SNTE

https://t.co/xhVC3MLOI6",0,0,0
5439,"@catrina_nortena ""Entre Ladrones NO hay Honor""",0,0,0
5440,"@mcastell10 malditos ladrones, ahhh y anda a Llantas Bayer en Mixco.",0,0,0
5441,"Roban en la Catedral Primada de Colombia

https://t.co/uWJZccgbaZ",0,0,0
5442,"@VTVcanal8 @PartidoPSUV Que inocentes es el sr,no sr esos no estan para ayudar a nadie estan es pesando en la manera de eriqueserce con el dinero de todos nostros lo que son es una partida de ladrones !!!",0,0,0
5443,"El monto robado fue de 18 millones de pesos 😨💸
Los ladrones se llevaron joyería fina, dinero y otros artículos de valor en #SanPedroCholula 💍 |#Puebla @SSC_Pue  
https://t.co/RUHESYdN6Y",0,0,0
5444,"#Podcast | Archivos Secretos de Policía 🚨🚔
Este fue un caso en el que se puso a prueba a las autoridades, pues llamó la atención que todos los detenidos fueron capturados en compañía de sus esposas ⬇️

https://t.co/t3fzSrvc3l",0,0,0
5445,@kikemiranda76 @KarenMolina5 Ladrones.,0,0,0
5446,"Deposita $150,000 en el banco del bienestar de Ocatitlán, al día siguiente regresa a depositar $50,000 y se da cuenta de q un día antes anotaron que sólo depositó $130,000, le robaron $20,000 Yo recomendaría que no usen estos bancos, MORENA está manejado por ladrones. Mucho  👁 https://t.co/LfqErn28UH",0,0,0
5447,"@adri_rod1 Nuestras calles rodeadas de montazales, apenas para que los ladrones se escondan y te revienten el vidrio del carro. Así me pasó años atrás por el monumento al agua en La Uruca. El descuido es increíble. Deberían agarrar privados de libertad y ponerlos a trabajar chapeando",0,0,0
5448,"@DanielaLunera @lopezobrador_ Niña no soy bot soy ciudadana que ha trabajado por años y me han tocado gobiernos ladrones, corruptos, pero este es el campeón de campeones en llevar al país al despeñadero, inseguridad y canasta básica al máximo, remesas porque el $ no alcanza, gob de mierda",1,0,1
5449,"@laoctavadigital @PaolaSaeb @AlessandraRdlv @DeniseDresserG @GN_MEXICO_ Estás mujeres son unas miserables, el pueblo en su mayoría quiere lo que AMLO decidió hacer con la GN, se trata de democracia, asuman y dejen de chingar, nos tragamos los gobiernos neoliberales, corruptos y ladrones por qué la mayoría voto por ellos, ahora acepten ladrones.",1,0,1
5450,"@Ayucateca @bbva Es increíble lo que esta pasando, y nadie nos dice donde está el dinero, o porque no está depositado en su cuenta. @bbva ahora se están volviendo ladrones? No fuera que les debes porque no te dejan ni dormir. #bbvaLadronesConLicencia.",0,0,0
5451,Cae pareja de ladrones de casa-habitación tras robar cajas fuertes y joyas de un abuelito – Vecinos Informados https://t.co/AIcvuvHjTt,0,0,0
5452,"Sólo los mononeuronales sandinistas exhiben a gente secuestrada para ""demostrar que no violan derechos humanos"".
Es como llamar a conferencia de prensa mostrando todo el dinero y bienes mal habidos, para según ellos demostrar que no son ladrones.",0,0,0
5453,"Despertar por la mañana viendo por televisión 📺 debates sobre la izquierda y la derecha, defender que funcionarios de éstos, son menos ladrones, denota el profundo atraso en el que vivimos. ¡Gracias pueblo chileno! mensaje recibido.",0,0,0
5454,@SuperC_Reporta 2 semanas sin señal en el paraíso las fuentes más k menos para cuando resuelven? Porque igual siguen cobrando el servicio y nunca reembolsan nada #ladrones,0,0,0
5455,"@GuivernoDestruc @Chelo_AntonioDV @yisustvOFICIAL Aman la pelea, pero no todos eran como vegeta que matan por placer, es como que alguien describa a los seres humanos desde la perspectiva de los Criminales y ladrones, no todos son asi algunos son buenos, jamas se describió la personalidad de Bardock de forma canonica hasta minus",0,0,0
5456,"Antes los ladrones llegaban con una pistola a un negocio, ahora es en una computadora, robándole los datos: Ricardo Delfín, Socio Líder de Clientes y Mercado de @KPMGMEXICO 

https://t.co/wVklDDJ7xJ
https://t.co/f6Lbzx9BLG

#CuéntameDeEconomía @DainzuP @abazan9",0,0,0
5457,"@AlejandroZelay9 Son los peores desgobernantws que ha tenido este país, inútiles, ladrones y corruptos...",0,0,1
5458,"#Internacional 🌎 | #NewYork | Un par de presuntos ladrones protagonizaron un insólito robo a mano armada en Manhattan, al chocar intencionalmente una camioneta y perseguirla hasta sobre la banqueta hasta lograr detenerla para robarle al conductor. https://t.co/aWeDPjLJfk",0,0,0
5459,"@TahnyaPastor Pero en la jurisprudencia lo que otros hagan o no, no determina condena o no para el primero, ejemplos: Hay ladrones presos y muchos no, hay asesinos presos y muchos no,  hay mareros presos y muchos no. Su último comentario esta de más!",0,0,0
5460,@Fiscalnvicto Ladrones de cuello blanco,0,0,0
5461,"@DrGiammattei Libertad la que tienen, aquellos corruptos, ladrones, sin vergüenzas, que con descaro, saquean y saquen el pais… LIBERTAD??? Malditos aquellos que atentan con nuestra libertas. #HDP+",0,0,0
5462,"Vamos a capturar estos ladrones y serán acusados de asociaciones ilícitas, Así pasarán varios años sin volver a causarle daño a nuestra población. https://t.co/o3j4uHukhq",0,0,0
5463,Justo cuando estamos invirtiendo en la casa para que esté más bonita 😣 motherfuckers ladrones https://t.co/FUFhq2AMw9,0,0,0
5464,Ladrones ingresan a robar en restaurante de Tecamachalco https://t.co/II8vtXESgd,0,0,0
5465,Ladrones ingresan a robar a restaurante de Tecamachalco https://t.co/x9FONjUGyw,0,0,0
5466,@CindyHn2005 Los ZURDOS INCAPACES no pueden despegar con su Gobierno y ya sólo les faltan 3 años y sólo con discursos falsos terminarán pero la familia Zelaya con más billete fuera ZURDOS LADRONES NARCOTRAFICANTES https://t.co/ULP0veh2om,0,0,0
5467,"@AleLRoss198 Tienes razon,Cuba no es Estado Fallido, EN CUBA HAY UN ESTADO FALLIDO, UNA DICTADURA TERRORISTA Y UNA GRUPÚSCULO DE DELINCUENTES, MAFIOSOS, GÁNSTER, MATREROS , LADRONES EN HP",1,0,1
5468,"@tacticayseggt Es muy muy fácil que les lleguen ladrones o sicarios por la espalda y los maten sin ningún tipo de oposición 🤦🏻🤦🏻🤦🏻 es muy peligroso para ellos y la supuesta persona que están ""protegiendo"". Conclusión personas sin ningún tipo de entrenamiento ni sentido común siquiera.",0,0,0
5469,"DICE @JRPalaciosChapa QUE DESDE QUE TRABAJA EN TV Y SECUESTRA GENTE CON MAGIA NEGRA LE GUSTA JUGAR A POLICIAS Y LADRONES... Y QUE LE GUSTA ASAR CARNE HUMANA (HOMBRES Y MUJERES) O SEA ""CARNITA ASADA DE FUERZA CIVIL""???
****
@FGRMexico https://t.co/R3gB1pK0Jb",0,0,0
5470,ONAPRE -MIRAFLORES LADRONES,0,0,0
5471,@Giani_afc @videforex_com Son unos bulgare ladrones,0,0,1
5472,"Podrán decir mil y una cosa en su defensa, pero lo que nunca podrán hacer es borrar su condición de ladrones, vividores y sinverguenzas, a menos a mi, como ciudadano contribuyente de este pais NINGUN HIJO DE PUTA de UDS. me a dado de comer, partida de malandros mal paridos. https://t.co/QK9ab20KXV",1,1,1
5473,"@QuinonezTuckler Si en Nicaragua persiguieran el delito; Daniel y bruja 🧙‍♀️ y sus compinches estarían condenados a varias cadenas perpetuas ..
Todos son ladrones violadores asesinos y Energúmeno..",0,0,1
5474,@QuotesforGoal Por que los ladrones son ellos.,0,0,0
5475,Tremendos Ladrones Por Eso Es Que Los Van A Cerrar Ya Habían Publicado La Rana 06 https://t.co/fO7PkneARO,0,0,0
5476,@cocando Ese Rafael Ramírez ni con 100 años de prisión pagaría el daño hecho a la nación... Un ladrón de ladrones.,0,0,0
5477,@tetogamas @DanteDelgado Y ladrón https://t.co/OlPElPYOZF,0,0,0
5478,@MascotasSismo @KachukSolange Nos tiene bloqueadas a todas porque es un ladrón que pide dinero con casos que no son suyos: https://t.co/hZQ3z2xpbn,0,0,0
5479,"Te dejaron solo,hijo de la gran puta,ladrón https://t.co/XyDk0Qh2ii",1,0,1
5480,"@RobertoMadrazo_ @LaydaSansores @alitomorenoc Oye animal traidor y ladrón:

¿Que no estás leyendo qué hay un amparo de tu discípulo amado y que pondría en riego la denuncia penal qué hay contra el otro animal?

Bien sabes que los “jueces” se mueven por el dinero al estilo PRI…",0,0,1
5481,"@QuinonezTuckler Jsjsjsja justicia y es qué hay en este país , comenzando que el ladrón , violador de Daniel moclin es el presidente y la chamuca le dio la espalda a su propia hija … de que hablas viejo tapado que cáscara .",0,0,1
5482,"@Woshingo El sujeto no dejo ni un momento de llamarme ladrón, inútil y bueno para nada, para rematar todo mi empacador se estaba sintiendo mal, todos los clientes estaban estresados y mi jefa de cajas desgraciada estaba risa y risa conmigo diciendo que no tenía remedio...",0,0,1
5483,"@PonchoGutz Morena está hecho principalmente de los primeros traidores al PRI, luego se sumaron traidores al PAN, PRD y partidos satélite, pero Morena es la versión mejorada del corrupto, ladrón y vende patrias del PRI.",0,0,1
5484,@Arcaya94 Cualquier arte u oficio que genere dinero honesto mi pana es digno... sea lo que sea mis respetos.. Mi abuelo siempre decia en esta vida hay que hacer de todo menos ladron🤣🤣 Entiendase que los viejitos no toleraban a los amigos del otro charco🤣,0,0,0
5485,Buenos días influencers de twistter.,0,0,0
5486,"@Woshingo Así que le pregunté a mi compañera y ella tampoco tenía, mi jefe de cajas no estaba y tampoco tenía radio, a lo que este tipo de molesto y me empezó a llamar de distintas formas resaltando ""ladron"" e ""inútil"" y exigió una devolución total de su cuenta...",0,0,1
5487,"Cómo todavía puedan existir venezolanos que reveindiquen a un ladrón como Guaido🤦🏽‍♀️

Que vergonzoso https://t.co/aBLPoSiJpe",0,0,0
5488,@EdwinRivera07 @HsilvAvalos @nayibbukele Son encuestas pagadas por el narco gobierno con dinero del pueblo Sr la gran mayoría de población está en contra de este gobierno corrupto sinvergüenza ladrón,0,0,1
5489,"@ivanbarboza50 @jguaido La trayectoria de @jguaido es todo, menos limpia y transparente. Ese es un DELINCUENTE, SUCIO, LADRÓN, BASURA! Vaya a un psiquiatra porque sufre de DISOCIACIÓN CRÓNICA EXTREMA! Necesita medicación URGENTE! Tanta barbaridad escrita no es normal!",0,0,1
5490,"@ElAmaDeCasa1 @Letamaya me imagino que debe ser de los que creen que mayor educación, te dará derecho a ser el más ignorante ladrón y ejemplos hay muchos.",0,0,0
5491,"""El crimen pide perdón. En el momento de tensión no se logró ver el problema del niño. El carro está siendo devuelto. ¡¡Tanque lleno!!"", decía la nota. https://t.co/xOfSeI8Wf5",0,0,0
5492,"#Perú: Un grupo de vecinos decidió ingresar a la casa de un #ladrón para recuperar sus pertenencias.
https://t.co/9h30b9JYXS",0,0,0
5493,@Actv_Caracas @NikitaAzzi @silvia_allenb @Vp_trabajadores @carajo_cual @antonioteran19 @movimientosvpa @ACamposVPValera @Sharo1412 @hernantorres34 1ra opción: Las protestas entre las opciones para decirle al Usurpador de funciones Nicolás Maduro Moros q Venezuela no se arrodilla ni adoctrina x una Bolsa de harinas vencidas con gusanos y ratones. ...Maduro ladrón t sale TOCORON.. @EleccionesLibresYa https://t.co/oMSjEqApiL,0,0,0
5494,@jguaido Bla bla bla bla bla etc.... Devuelva la plata mmg al cuadrado ladrón,1,0,1
5495,"@Presidencia_VE Ladrón,  satrapa,  🐀 todos sin excepción https://t.co/YowOSysigA",0,0,0
5496,"@elsalvador @InformaTVX @nayibbukele Sería bueno que ""Ronal mil mañas "" también participe para verlo salir con el rabo entre las piernes y su cara de frustracion que no sacará ni el 0.03% de votacion porque a él se le olvida que el pueblo lo recuerda como un ladrón del PDC. Jamás le llegará a los talones al PRESI😆",0,0,0
5497,"@teologoluis @F_Cruz_F @AXELKAISER Bravo hermano venezolano deshaganse de esa lacra bigotuda,ignorante,mentiroso,apernado,ladrón....",0,0,1
5498,"@leav_11 Jeje ... ""ladrón que roba a ladrón""... 🤭😉😜",0,0,0
5499,"@Marcela_Feraud Si te vemos la cara. de fifi muerta de hambre! de perro huevon! que ladran hechados desde la puerta las mansiones de sus amos y verdugos en casi 100 años de regimen criminal y ladron! PRIAN! lo bueno es que no votan, no salen a la calle  porque saben del rechazo del pueblo.",1,1,1
5500,"@alitomorenoc Te quiero ver en la cárcel! Corrupto, Ladron, regresa lo que le robaste a Campeche! https://t.co/aj1cykIeSt",0,1,1
5501,@irmoralesl Eres un corrupto ladrón.. https://t.co/IqDxcyv9Kx,0,0,1
5502,@anadeaustria_ Este hdmilpvtas es un ladrón,1,0,1
5503,Enorme hdp e inmundo ladrón. https://t.co/cYitb7Z3es,1,0,1
5504,"#Perú: Un grupo de vecinos decidió ingresar a la casa de un #ladrón para recuperar sus pertenencias.
https://t.co/yByEeovGKg",0,0,0
5505,"#Perú: Un grupo de vecinos decidió ingresar a la casa de un #ladrón para recuperar sus pertenencias.
https://t.co/GBDJxcEmK9",0,0,0
5506,"@oritanogrcs @gobdgo Los dueños de la empresa somos los duranguenses,  y como tales, debemos castigar al  administrador ladrón que nos decepcionó, con todos sus cómplices.",0,0,0
5507,"@alvaro_delgado @lorenzocordovav @INEMexico @UNAM_MX @IIJUNAM Los expertos e investigadores en leyes d @IIJUNAM dando cátedra d como violar las leyes x favores personales o tráfico d influencias. El ladrón d @lorenzocordovav no debe tener una plaza q x ley ya perdió, sabemos q es un parásito q no sabe vivir más q del $ público pero es la ley",0,0,1
5508,"Casi se sale con la suya, (Ladrón fracasa). https://t.co/4SFYgqfEwu",0,0,1
5509,"Sapo, S.A. Memorias de un ladrón', la versión interesada de unos delitos extraordinarios https://t.co/saR1Mv2PxL a través de @_infolibre",0,0,0
5510,@SoyFlordeMaria Y todo empezó con el payaso  “ni corrupto ni ladrón”… infame sigue bajo las naguas de la impunidad mierda,1,0,1
