Column1,Groserias,Vulgar,Agresivo,Ofensivo
4067,"@contralinea @INEMexico @lopezobrador_ Jajajaa como les gusta apendejar chairos y molestar acomplejados y adoctrindos. Ganan eso por que asi lo autorizaron en las camaras, incluyendo la fraccion de los morenarcos.

Payasos hdp no hay justificación juridica para que no ganen eso.",1,0,1
4068,"La Chelita come pupù esperando un huezo de Embajadora dice, que la Milena, la borracha, seluá prometido!!
Las focas de la diáspora, pobrecitas, son fáciles de apendejar solamente con promesas.
La chelita ya esta lista para su empleo en una embajada!! https://t.co/WZ31ECFa8g https://t.co/OROkV3uEIo",0,1,1
4069,@Damusnostra22 Depende si el pueblo se vuelve o no a apendejar.,1,0,0
4070,"@Isaacreativo @JLozanoA Uy si el presidente doblado ante Trump ante el narco, el jefe del kks es el chapo. Ese anciano tiene huevos pero para apendejar a sus mascotas, ya ves que ya removió la estatua de la libertad https://t.co/Z06UNMzHT9",1,0,0
4071,"@epigmenioibarra Ya deja de escribir mierda si de la apología de la violencia vives HDP más de las dádivas de ese préstamos que salieron del mexicano 150 millones de pesos más tus condonaciones de impuesto, deja de dividir y apendejar al ignorante que prefiere recibir limosna que ver la realidad.",1,1,1
4072,"Un beso tuyo o un churro de weed, los dos me van apendejar",1,0,0
4073,"🇲🇽  ¦#Política Para militarizar cada régimen político tienen sus argumentos políticos maquiavelicos contundentes para apendejar a sus votantes.... Ciudadanos, pueblo etc..",1,0,0
4074,@revistapolemon @lopezobrador_ @narendramodi Porque les gusta hacerse pendejos y apendejar a quienes de por si ya son pendejos?   De verdad que solo los pendejos creen y aplauden esas pendejadas.    Bola de pendejos lamehuevos!,1,1,1
4075,"@JalifeTime No creo que los estrategas sean igual de pendejos.
Más bien apendejar al pueblo es parte de la estrategia.
Mira a los PANistas",1,0,0
4076,"@SergioS24131875 @anancines @ingrodolfohdez El azúcar le alteró la capacidad de razonar? Cómo le van a poner impuestos a algo que es ilegal?.

Primero se legaliza y luego se regula... Cómo el aguardiente que aparte de apendejar también tiene altos niveles de azúcar",1,0,0
4077,"Queremos resultados favorables a todo lo que nos deberia beneficiar como país educación, economia, salud, entre otras.
Ya basta de columnias en contra de la lucha de los pobres.🗣🗣

#AMLOMienteYNoDaResultados https://t.co/DoQ98DyUA3",0,0,0
4078,"Queremos resultados favorables a todo lo que nos deberia beneficiar como país educación, economia, salud, entre otras.
Ya basta de columnias en contra de la lucha de los pobres.
#AMLOMienteYNoDaResultados https://t.co/MBrASQnau4",0,0,0
4079,"Con el objetivo de beneficiar a más gente continuamos con el programa #FotoEnTuColonia 📸, les comparto algunas imágenes de la jornada en el Pueblo de San Juan de Aragón. #SoyYuririAyala #DefendiendoTusDerechos https://t.co/CteqeBc3QI",0,0,0
4080,"#AMLOMienteYNoDaResultados
Pero la pobreza franciscana, invocada por el presidente, no aplica para su gobierno, ya que sus mega obras están excluidas y los morenistas seguirán derrochando mucho dinero público sin que finalmente vayan a beneficiar a los mexicanos.",0,0,0
4081,A través de nuestro programa #AyudarEsVoluntario #EPAve realiza un aporte para beneficiar a organizaciones sociales. Conozca más de lo que hacemos por nuestras comunidades https://t.co/olz9eBtAZj. #AcciónSocial https://t.co/G3Ve3Viczt,0,0,0
4082,"#17Agosto @AnaCecilia_Rdz , titular de la @SDEyT_Morelos, informó que se buscará el autoempleo con ayuntamientos y  beneficiar, para que no existan desempleos pues con este proyecto laboral, se pretenden más emprendedores https://t.co/sfOhGj2GRf",0,0,0
4083,"El titular de la UIF @PabloGomez1968 aseguró que la reforma electoral constitucional podría beneficiar a estos candidatos porque reduciría los recursos públicos de los partidos. Además, el número de legisladores sería menor a los que existen actualmente.

https://t.co/6JNVPQnY7o",0,0,0
4084,"Y dentro de sus actos de corrupción, principalmente tú, Claudia (@Claudiashein), la cantidad de delincuencia organizada y la cantidad de crímenes que permites en Ciudad de México para beneficiar a tus cúpulas de poder y empresariales amigas, son muy grandes, no son nada menores: https://t.co/28AdTuLSNi",0,0,0
4085,"@Letamaya @lopezobrador_ Señora, usted no tiene la experiencia para ocupar ese puesto.  Si en verdad  quiere beneficiar a la educación de México.  NO DEBERIA ACEPTAR EL PUESTO.  Sólo será una presta nombres del presidente.  Donde está su respeto a México y su dignidad.",0,0,0
4086,"¿Sabes cómo la #movilidadinteligente y las #ciudadesinteligentes puede beneficiar a los peatones?

Conoce cómo @lyftmexico aprovecha la infraestructura de las ciudades para centrarse en las personas y su experiencia.

https://t.co/GRWJZLD8OA

#diamundialdelpeaton #keeponronin",0,0,0
4087,"@Mzavalagc @jlnava39 Desmantelar el seguro popular fue una excelente decisión porque ahora hay servicio GRATUITO para todos y lo sé porque lo necesite la semana pasada y no pagué nada y me dieron todo. Y todo lo que ha hecho ha sido para beneficiar a la clase media y a los pobres, no como tú marido😡",0,0,0
4088,"@memobarba Aqui si creo que te la estas arrancando y que lo de lorena otra vez es populislo puro. Sabemos que la hornada en México vs sus socios y otros paises es mayor y vacaciones son raquiticas, no estaria mal para variar una reforma para realmente beneficiar al trabajador.",0,0,0
4089,Sotanas remangadas https://t.co/IHfH1RRmzE por David Bollero @dbollero,0,0,0
4090,Calentamiento mental https://t.co/htpozSDF86 por David Bollero @dbollero,0,0,0
4091,"@quetontojujuju Pablo
Potrisimo
Alcalde
Bollero queer
Lunático 
Ozuna",0,0,0
4092,La venta electrónica de medicamentos goza de buena salud https://t.co/PeEWLvpCnq por David Bollero @dbollero,0,0,0
4093,"Pero sos boludo o que onda? se alienta igual, sino ni vayas a la cancha a estar como boludo puteando a los jugadores, o quedarte callado, si vas es para bancar al equipo, mediocre es estar perdiendo y que el equipo no reciba nada de aliento https://t.co/rCkKwkDpHY",1,1,0
4094,@prvil36 No boludo! Cancela el laburo no las pepas,1,0,0
4095,"@patosvyn Creo que el más boludo es el que empezó a joder con ese tema. 
Todos los clubes del mundo han hecho cosas similares con sus escudos en indumentaria suplentes y de entrenamiento",1,0,0
4096,Que boludo..... https://t.co/i5DrZ4LwHY,1,0,0
4097,@MauEs_82 @AlianzaFC_sv Que chivatada de plashera boludo,1,0,0
4098,"Boludo, te sentís para el hoyo y tenes que esperar 4 horas en una guardia para que alguien te vea 😭",1,0,0
4099,UNA COSA ES LO QUE DIGA EL BOLUDO ESE CON SU JETOTA Y OTRA COSA MUY DIFERENTE LO QUE HAGA! https://t.co/Rr0rNStcOB,1,0,0
4100,@Monsieur_Alec @PanchoT44 @Andre_A20 @chrisGzmnBtr Aparentemente el robado se ve más pequeño que este boludo!!,1,0,0
4101,"@CABB64430747 si eres chibolo eres retrasado 😂😂😂😂 si eres mayor de 20 eres mantenido, y lo peor tus padres pagaron tus estudios los estafastes, no sabes absolutamente nada boludo....",1,1,1
4102,"@PlanetaBoca @5zambranocz Peruano pecho frío, como te vas a dejar pegar una trompada por un boludo que no le atina ni al arco, y encima no se lo regresa solo lo rasguña, un panqueque",1,0,0
4103,"@pacastagnino Claro, del que participó Massa en Davos. Entonces ahora se va a investigar a su mismo y se va a meter en cana. Perdón, que boludo soy, disculpá.",1,0,0
4104,"@BillyVasqz @AlianzaFC_sv Y ese brazo boludo, no sos vos",1,0,0
4105,@HeySandrink Es una cabronada.,1,0,0
4106,Uber es la novia o el novio que te trata bien los primeros 3 meses de relación y después de eso te hace pura cabronada https://t.co/bimHK5kveA,1,0,0
4107,Lolita está en cabronada #LaAcademiaGranFinal,1,0,0
4108,@karin_slowing_u Otra cabronada,1,0,0
4109,"@Roberto00565890 @Jorod1973 Dio el número en SU espacio y a quienes lo estaban viendo. No lo puso en redes para que se multiplique y llegue hasta cuentas sapas que buscarán acosarlo más todavía.

Dejen de justificar semejante cabronada de esta cuenta.",1,0,0
4110,"Nací en Monterrey, pero vivo en cabronada https://t.co/rGnlDT0xWX",1,0,0
4111,@pictoline Cosas que curan a los violadores: El plomo,0,1,0
4112,"Acto ll de ULTRAKILL terminado, Hakita, te la ULTRAMAMASTE con el circulo de la Herejía, y con ese brutal final, no les diré nada solo porque quiero que lo vean con sus propios ojos",1,0,0
4113,"@GeopoliticusVic No lo sé, creo que ese argumento es más la incomodad de aceptar que un tipo de derechas es un cabronazo que tiene mucho que aportar y que es importante leer.",1,0,0
4114,"Mañana voy a perder 4 clases por tu culpa cabronazo, espero estés orgulloso",1,0,0
4115,@NoTFuNnYBrosKi 3 este cabronazo https://t.co/aiLNN7EfMk,1,0,0
4116,@16mzzz @albertofdezz__ que cabronazo,1,0,0
4117,@SNietoCastillo @TRIELTAM @Dr_AVillarreal Saca la matraca cabronazo corrupto !!!,1,0,0
4118,"no mames, que decepción de veredicto, pero aún así te la rifaste @DominicGirt_  te amo mucho cabronazo!!!!!!!",1,0,0
4119,"Y no conforme con tamaña pendejada, decide entregarla muerta, porque ""si no eres mía no eres de nadie"" ¿no? porque ""nadie te va a disfrutar, sólo yo"" ¿no?, y pues le da un fogonazo, dice la letra, y luego se mata él. Tamaño cabronazo, macho, violento...",1,0,0
4120,"@OwoSpacecat No mames, es que hay que ser un cabronazo",1,0,0
4121,"@IrvingGatell No se pasen de lanza con mi gobernador la ""Venadita"" es un dulce el cabronazo.",1,0,0
4122,La cara de cabronazo que tiene https://t.co/JSIe5n4Wpq,1,0,0
4123,"Yo pensaba que los conductores (hombres) del metrobus eran lo peor... pero hoy me tocó venir con una doñita que es bien canijilla, les avienta la lámina bien cabrón a los autos y personas. 🤐",1,0,0
4124,@swaggym4mi así va una de bad bunny cabron,1,0,0
4125,@PonchoGutz Y tú mejor ya cállate aburres con las mismas pendejadas una y otra y otra vez !!! Y luego dices que no te pagan … estas más cabron que bot ya no sabes ni qué decir con tal de llegar a tu cuota diaria y si no fueras pagado y lame pelotas una … una crítica por lo menos harías !!!,1,1,0
4126,@AnfititreC Jajajajaa muy cabrón!,1,0,0
4127,"En el ultimo año sin querer me rodie de gente que te inspira a ser mejor dia con dia, tanto de manera personal como profesional y que sin importar que tan cabron este el pedo, jamas bajar los brazos.",1,0,0
4128,Yo quiero empezar el 2023 bien cabron con alguien y un blunt.,1,0,0
4129,Perdón quise decir TA CABRÓN. https://t.co/iUh9A4H7Ff,1,0,0
4130,@TaqueroDelMame @DiabloDelNorte2 @JaySerrano5 Mi navarrito llegó a toluca con 33 y el cabron vuela los 90 min.. mi Abundis si ya se veía como de 36 jajaja pero bien vividos 🥴,1,0,0
4131,Ya cabrón. https://t.co/VjH0AHDSlJ,1,0,0
4132,"Los días de pierna pegan muy cabron, buen pump, no puedo ni caminar y todo esta marchando muy bien",1,0,0
4133,a ver puto alon que no ha empezado la fiesta todavia cabron que tiene que venir la gente,1,0,0
4134,@AntunaUriel @CruzAzul Mejora esa puntería papito que te queremos ver a full no seas cabrón. Te quiero mucho ok?,1,0,0
4135,"Se me perdieron las oakley, perfecta excusa para cachar las versace😅",0,0,0
4136,"@PixiePixiedrag jajaja porque combinaba el nombre del hermano de mi mejor amigo con el nombre de otro amigo... y decía, ay wey así nadie me va a cachar que ando buscando un amor fugaz de verano homosexual.",0,0,0
4137,"Bienvenidos al efecto @Orlegi_Sports &amp; Entertainment

Lo que sigue es:
* Correr al técnico y contratar a uno baraton o poner a uno institucional
* Desmantelar el equipo, vender caro, agarrar jugadores para su 3er o 4to aire o cachar jugadores gratis o a préstamo. https://t.co/zntaRpGkxc",0,0,0
4138,Soy bien buena para cachar una mentirota 🫣👍🏼,0,0,0
4139,"Lastima, ya no creo cachar boletos para el concierto de #Arjona. 

¿Quien de ustedes cacho boletos?",0,0,0
4140,"@PlaysOfTheWeek @MoneyLineFOX Vamos a ganar todo, buena vibra 🙌 a ver qué puedo cachar con la Internet gratuita de la CDMX",0,0,0
4141,El amigable... ¿Harry Styles (@Harry_Styles)? El cantante demostró que tiene dotes para ser un buen #Spiderman pues en pleno concierto atrapó un sombrero. https://t.co/041ZrIC6d6,0,0,0
4142,"Me acaban de cachar escuchando a Pandora en la oficina y honestamente no me arrepiento de nada. 
🗣🎶QUE TENGO EL CORAZON EN CARNE VIVA, QUE YO NO SÉ OLVIDAR COMO ÉL OLVIDA🎶",0,0,0
4143,Una semana más sin cachar cita para la visa 🔫,0,0,0
4144,https://t.co/Tr94BDy8Vl No recibo llamadas... sólo Whats´¿Recibiste Golpes Bajos? Aprende a poner trampas....los vas a cachar! jajajaj es muy gracioso!,0,0,0
4145,"😱
¿Quieres cachar?
🧢⚾ @mookiebetts 
@Dodgers @LosDodgers https://t.co/HYdiD8MZHR",0,0,0
4146,@CaroCuellar9 Ay baby:( a mi me acaban de cachar de nuevo el Adobe ODIO AQUÍ,0,0,0
4147,@GabyLizarraga00 Tienes cagada en la cabeza o que,1,1,0
4148,@Chivas Pinche CM de cagada,1,0,0
4149,"@avestruzeterea Escuchaba q el imss era una cagada, nunca había medicamentos y era tortuosamente lento e inificiente, entonces, no se a q va cuando según tu ubicación ni vives aquí en mexico, que bueno que puedes salir de aquí pero esto siempre ha existido, el problema, es que sigue y no cambio",1,0,0
4150,"@VicenteFoxQue Inutil tú pinche viejo pendejo… pero eres tan pendejo que hablas del 2000 al 2006 pinche momia, ya regrésate a tu sarcófago. Nomas andas dando pena pinche ex presidente de cagada.",1,1,1
4151,Que raros mensajes le manda el kancer al jarocho de cagada. https://t.co/FgjWTjmtwp,1,1,0
4152,"Wey, todas sus canciones son cagada.  Escuche todo el repertorio de BTS y no me gusto ninguna cancion. La del mundial no será la excepción https://t.co/EyFDihuq1D",1,0,0
4153,"@EdisonJcome3 @Falbak_ Porque ya deben quitarle los títulos a ese part-timer.
Y Drew lucharía en casa, perder contra un part-timer que dentro de un año ya estará en hollywood en su tierra sería una cagada.",1,0,0
4154,@benitoysolange @lopezobrador_ Pinche alcohólico de cagada.,1,0,0
4155,es muy cagada la vida porque cuando yo estudie a mi no me llevaban a la uni y ahora yo llevo a mi hermana y la espero en un starbucks!!,1,0,0
4156,"@Jenkosnake @Unenanoamargoso @edutorresr Si yo lo veo con las patas , tu lo ves con el culo jaja vez esa cagada y dices q tiene calidad nmms 🤣🤣",1,0,0
4157,@Miltondeculto Ya está tomando cagada licenciado,1,0,0
4158,"De verdad el Madrid va a vender a Casemiro y con ello deshacerse ese tridente que tanto les dio? Pfff, huele a porro y a cagada si se confirma",1,0,0
4159,"@alitomorenoc Tu ocúpate del CAGADAL que hiciste que no te lo acabas ni con 1000 marranos, con el perdón de los marranitos que son muy simpáticos ... y muy sabrosos",1,0,1
4160,Es un cagadal… 😖🥴,1,0,0
4161,No queremos nada! Como sociedad TODOS somos responsables de el cagadal q vivimos!!! https://t.co/uAUcu9dsXN,1,0,0
4162,"@WalterCoto_ Cuando quitan el Fodes, hunden las alcaldías y salen al rescate, ven el cagadal que ustedes mismos provocan. Tajo de haraganes incompetentes",1,0,1
4163,Cagadal https://t.co/j5BGOr4Jjc,1,0,0
4164,@rubeno776 @MrElDiablo8 @XochimilcoAl Que es un cagadal de jodidos,1,0,1
4165,@giopassarelli si cobrarán las multas por cada cagadal que diario hacen los camioneteros imprudentes/estúpidos serían más ricos que Elon Musk haha,1,0,1
4166,"#PiensoYo
Muy la Americana podrá ser, pero que cagadal han armado.",1,0,0
4167,"@RolandoCastroSv Y el robot también tapa las goteras y el cagadal del sistema de salud?

Cerote.",1,0,0
4168,@yessaljiz Ay si aún me siguen bajando ese billete…. Y el peaje… pero el cagadal que dejó el otro mojon en 12 años ni se puede arreglar todavía en 7 meses va,1,0,1
4169,"@JuanPappierHRW Opina de Argentina hombre, es un cagadal",1,0,0
4170,"@PrincipitoFiu @Sandra_JovelP El cagadal lo armó tu ama, la Thelma. La Dra. Jovel tuvo los suficientes pantalones para poner en su lugar a una bola de shutes que se creen moralmente superiores a nosotros. Hizo su trabajo. Y por eso estamos sumamente agradecidos.",1,0,1
4171,"#AMLOMienteYNoDaResultados  @lopezobrador_ tiene a nuestro país hecho un cagadero, al borde de una crisis económica, inseguridad y a demás le molesta ser cuestionado. Por eso ataca a @AntorchaOficial, para distraer a la gente de sus fallas. https://t.co/Z6wePcLNSa",1,1,0
4172,"@VicenteFoxQue Siii! Regresa presidente, te doy otra oportunidad para que arregles el cagadero que dejaste en tu sexenio....",1,0,0
4173,"#AMLOMienteYNoDaResultados @lopezobrador_ les miente otra vez a los mexicanos. 
Antorcha jamás ha recibido directamente miles de millones de pesos del erario 😡😡😡 que deje de mentir y que responda por el cagadero que tiene hecho el país https://t.co/2sdi2VlZJD",1,0,0
4174,"@DavidPramo2 Jajaja y el anuncio todo macuarro de ""solidaridad"".

Y aun así estaba mejor el sexenio de Salinas que el cagadero del asno de Macuspana.",1,0,1
4175,"que hicimos antes, necesitamos redención, si no tarde o temprano nos alcanza ese mismo cagadero y puede salir salpicada la gente que nos importa. Que serie tan buena, la amo. https://t.co/HUrFrVZz3Z",0,0,0
4176,"Creo que a veces sabemos lo que podemos llegar a lograr, saber que somos capaces de lograr cierta meta, ascender de puesto, ganar algo en específico y encargarnos de que los demás lo sepan se vuelve algo muy importante, pero nunca estaremos a gusto si no limpiamos el cagadero",1,0,0
4177,"@macariomx Que bueno que salió a la venta, ya se me está acabando el periódico de los Pasquines y mis canarios seguirán teniendo papel para su cagadero.",1,0,0
4178,@ro_pb Que cagadero 🫠,1,0,0
4179,se hizo un cagadero https://t.co/lmu99UHO1Q,1,0,0
4180,"Ahí tienen a AMLO que anduvo mame y mame y mame y mame y mame que él y solo él iba a sacar al ejército de las calles y traer paz, abundancia y progreso. Hoy el país está todavía más metido en el cagadero que han sido los últimos tres sexenios.",1,0,0
4181,"Claramente les dije que si, pero no por ese salario, simplemente por arreglar ese cagadero serían $35,000, y quedaba en 1 semana, liquidandolo máximo 3 días después de la factura.
Solo dijeron déjame checarlo 
¡Se les hizo caro! https://t.co/3Nbnqw5xWq",1,0,0
4182,"Antier fui a una entrevista de trabajo que me pasaron, hoy me enteré que el jefe metió sus recomendados e hicieron un cagadero el primer día.  🤡
Adivinen a quien le hablaron para ver si podía ir a arreglar ese cagadero, lo peor, por el precio que ellos ofrecían.
Jajajaja",1,0,0
4183,"Se me hace bien chido y cagado que me imagino que todos tenemos cosas que personalmente nos dan codo o no pagarían por algo que comúnmente la gente usa/compra/paga, y otras que se nos hace super necesario y hasta barato y a los demás no",1,0,0
4184,"@LeoDaVgan No manches, eso está más cabrón, si ganan el mínimo básicamente no hay espacio para recreación y sin embargo, es cagado cómo venden las vacaciones en la industria del entretenimiento gringo.",1,0,0
4185,Lo más cagado de la creadora de #Distroller es que la llevaron al hospital y Ksi-merito la salvan.,1,0,0
4186,"@blueksss_ @victorscott27 @Nir32682951 @tudimebeto Andale pues jalisquillo cagado, andate a ver los payasos que ya van a empezar, pendejo!",1,1,1
4187,"Está bien cagado que me mandan más rosas cuando estoy soltera y sin ligues, que cuando ando quedando o de novia con alguien.🫠",1,0,0
4188,@Prazkat Lo cagado es que ese señor es bien megalómano. Tiene una serie sobre su vida que dizque es “exitosísima”. https://t.co/qLoRQvGXEV,1,0,0
4189,"@umana_ronal Mira @umana_ronal te daré un consejo "" Deja ya de meterte en política ya sos un ruco cagado  disfruta los últimos años de vida que te quedan, tomate un café, ponete un gorro, ponete una pijama y disfruta la poca vida que te queda, que pueden hacer ya ustedes?... Nada!!!",1,1,1
4190,"@omarmanzo_ Aiiñ gracias,  y es super cagado por que la semana pasada todo lo que veía en tiktok eran de perritos muertos 😪😪",1,0,0
4191,"@Liz21084050 @alixpalomec @CarmenMacalalo @LaPatch Lo más cagado fue que dije “pendeja” y tardaste un poco pero llegaste, imagínate que hubiera dicho golfa, llegabas aún más rápido",1,1,1
4192,@Liz21084050 @alixpalomec @CarmenMacalalo @LaPatch Jajajajaj estuvo cagado lo de Cozumel la neta,1,0,0
4193,"@UnsaintMaquiav Bueno si el meme está muy pero muy cagado pero tampoco es para que vengan un montón de raros a tirarle mierda al usuario por el meme para despues ser bloqueados y decir esa mamada de ""otra perrra sodomizada Bv""

El comentario que mas me gusto fue este xd https://t.co/F5QtS8uuwT",1,1,1
4194,@tavo_sanabria Qué vas a saber de la vida vos culo cagado,1,0,1
4195,"@elrodolfo1 No vale. Tu no eres apatrida.
Tu lo que eres es tremendo cagajon de gente.",1,0,1
4196,"Yo: entro a casa rápido a cambiarme porque una gallina me ha cagado cagalera en la espalda
Amama al verme: https://t.co/WJSQIXe0as",1,0,0
4197,Cagalera el 9,1,0,0
4198,"@elmalosa @ClintPiticlint Qué le entre una cagalera con el mono puesto y el baño ocupado, seré compasiva 😁",0,0,0
4199,tomar una bebida que te activa a cambio de tremendo dolor de estomago y cagalera? nosotros decimos sí.,0,0,0
4200,Hoy la probé y bien sabrosa que es la cagalera https://t.co/BGuFNn2NQv,0,0,0
4201,Sabían que hay un pan que venden en algunos pueblos que se llama CAGALERA?,0,0,0
4202,@Alaym_Elif Naguevoná ese peruano le debe agradecer todos los días a Chávez y Maduro!! Maceto y hermosa cagalera!,0,0,0
4203,Me convertí en la novia cagalera que le manda mensajes a su novio sabiendo que está trabajando y no va a contestar🫣,1,0,0
4204,"@Comidas_1 Si, lo especial es la cagalera de una semana que te da si te lo tragas. 😂",0,0,0
4205,"Le debió dar arrechera y cagalera recordar quién y quiénes,bajo esa espada libertaria los revolcaron  en el siglo XIX.💪 https://t.co/e9xYEi7qRM",0,0,0
4206,@GremioDocente En Coro decimos les dio cagantina.,0,0,0
4207,Vaya manera de cagar un partido 100% dominado @AmericaFemenil 🫠🫠🫠,1,0,0
4208,La doña se va a cagar cuando vea que me puede odiar todavía mucho más de lo que ya me odia. 🥱 🤌🏼,1,1,0
4209,"Todo mundo poniendo de excusa la edad.  Cuando se enteren de un tal Zlatan que volvió con 40 años al Milan para hacerlo campeón de nuevo,  se van a cagar. https://t.co/DDBKJEd3Xi",1,0,0
4210,@ContrerassKaren Wey leí cagar jajajajjajajaja,1,0,0
4211,Por favor no la vayas a cagar.,1,0,0
4212,@NandaZaragoza pues ganas de ir a cagar...,1,0,0
4213,@quintoemperador Será por eso que Luffy siempre le anda preguntando a todo mundo que si pueden cagar?,0,0,0
4214,Y la vuelven a cagar con esto… https://t.co/2DycW7Thqb,1,0,0
4215,"@DiCarey_23 @solinstandup Promover el autocuidado mediante un ""vete a la verga, si la quieres cagar ya eres un adulto"" nunca va a ser ser bajo o cagarla; solo desde una perspectiva feminista hegemónica, en la que somos ""niñas necesitadas de protección""

Responsabilidad y coherencia,
no solo ir a marchar🤷🏻‍♀️",1,1,0
4216,"Ni sali de mi casa hoy ,y ya tengo un wachiturro del barrio diciendome que me va a cagar a tiros cuando me cruze imaginate",1,1,0
4217,"No mames morra, tlj q leer tus tuits me pone tan triste, y me emperra tanto, pq gracias a tus mamadas, un chingo d gente deja d creer en las personas q de verdad abusan. 

Tu solo te pusiste peda y cogiste con Mau y ahora quieres cagar el palo no se pq.

Eres mala persona. https://t.co/Q7BCXEfGmK",1,1,1
4218,"Quiero ver de una manera bonita y pacífica Merlina, no me la vayan a cagar con su hype tan intenso.",1,0,0
4219,@DrLorenzoMeyer Igual de cagarruta que el padre,1,0,0
4220,"@carloselsalvad 🤣🤣🤣🤣🤣🤣🤣
El nivel al que cayeron los cagatintas del farol https://t.co/v88Gx2NJ9l",0,0,0
4221,"Srs @AbaCantvReport otra vez, sin señal , 0286-9719747, por fav",0,0,0
4222,"@AbaCantvReport reconexión 0286-9719747, por fav",0,0,0
4223,@AbaCantvReport reconexión por fav,0,0,0
4224,@AbaCantvReport sigo sin internet 0286-9719747 . S.O.S. por fav,0,0,0
4225,"@servicios_416 buenas amigos , pague mi renta cantv-internet, y aún estoy sin servicio 0286-9719747. Por fav. Ayuda",0,0,0
4226,"@AbaCantvReport buenas amigos, pague mi servicio cantv-internet, y aún no lo colocan 0286-9719747 . SOS  por fav",0,0,0
4227,"@NSanabria7 Vivian el y los de @_elfaro_ de las extorsiones de sus pandilleros sus defendidos, ahí habían dinerito para estos cagatintas",0,0,0
4228,"@DonCarletto_14 Está claro que la misión de los cagatintas es desinformar y hacer pensar a la comunidad internacional que son ""perseguidos"" 🙄 y que por eso se están yendo a otro país. Totalmente más alejados de la realidad, aquí hablan lo que quieren, inventan chambres y nadie les dice nada.",0,0,0
4229,@EDHNoticias Quien más odiosos que ustedes chayoteros corruptos cagatintas 🤭🙄🙄🤣🤣🤣,1,0,1
4230,@MilagnathSilva Con tu permiso... Expropiado 😉,0,0,0
4231,"Le lavé el baño al pinche pájaro cagon, yo cuidando que de perdis dure un rato limpia y pase un soquete por un charco en chinga🤦🏻",1,1,1
4232,"@saltasolt Ese no es pollo al carbón, es pollo al cagón",1,0,0
4233,@SSautel Cagon te van a denunciar y prepárate para ir a declarar chanta forro,1,0,0
4234,"@jenarovillamil @Letamaya @SEP_mx @lopezobrador_ Para ti todo es un acierto del cagón, Jenara. Se te nota lo empinado hasta cuando te sientas",1,0,1
4235,"@estecosmos_ El viernes pana, reclámale al cagón del mesero. Yo sólo cometí el error de confiar.",1,0,1
4236,@chivadelicioso1 @CarlosManuuel @Rojos_Municipal @Concacaf JAJAJAJAJAJA que miedo rojito cagon,1,1,0
4237,"@_VicenteSerrano @lumendoz @LVidegaray pero si achuuuuu... solo te falta levantarte y agarrar a besos al viejito cagón, obvio primero te avientas un tiro con lord molecula (por redes porque en persona eres un chillón)",1,1,1
4238,"@rubennegrin81 @BlxckNews Viste el partido con el Rayo? Bueno gilipollas espero no hayas gritado ni un solo gol de Leo, cagon",1,0,0
4239,@medranoazteca @_los_lideres @medranoazteca señor David Medrano lo felicito por que a pesar de ser rojinegro de corazón y de nacimiento no como @hagala_ mantiene una imparcialidad entre Chivas y Atlas y no está de cagon como otros chingue y chingue señor David Medrano hágala,1,0,0
4240,@CremasOficial @Diriangen_FC @Concacaf En su casa el mas grande de Nicaragua les dio verga albo cagon  no existis,1,0,0
4241,"@lopezdoriga Si este viejo es chayotero de #RadioFormula, ¿A poco creen que el nene cagon del @ChumelTorres no recibe también chayote? ¿Que dirá el adolescente tardío?",1,0,1
4242,@Sedas7ian1 @JavierMontanna @BullyingFutbol Que vas de un error en un partido a regalarle 2 campeonatos a un vil cagón y mediocre equipo de fútbol.,1,0,1
4243,"perro malparido,me cague T T",1,0,1
4244,¿ya la cague contigo verdad?,1,0,0
4245,@imbere Ese cague en la vida se olvida.,1,0,0
4246,Te volvería hablar pero la cagué y te hice mal 👎🙃,1,0,0
4247,@paul_picks91 @alexanasndvl @LaBongles @MiguelZavaleta @MelissaPurrs @WokoComedyClub @ciento39 @MauNieto Me disculpo pero mientras ya le cagué y le jodí la vida a alguien,1,0,0
4248,La cague en decirle algo que no tenía que saber.,1,0,0
4249,"Yo la cague, sabia que te alejabas de quien se empezara a clavar contigo; y como siempre, sentí que saldría victorioso, y mírame ahora….",1,0,0
4250,@acruxqxn ora si la cague veda,1,0,0
4251,HERMANAASSS CAGUÉ DESPUÉS DE 4 DÍAS AAAHHHH,1,0,0
4252,"La cagué de humo ayer, pero vamos a seguir como si nada 🤕",1,0,0
4253,@KPatricio92 Hoy escuché uno que dijo “eres La más pirotécnica “ jajajajaj me cague de risa 😂  te amo mash,1,0,0
4254,Ay quiero que me cagué un pájaro y que me quite está tristeza yaaaaa https://t.co/0gKpYO29UK,1,0,0
4255,@critico2_ Cagueta,1,0,0
4256,Y para qué coño pregunta por temas sexuales si luego le va a decir que no!!. Una calientapollas de manual #firstdates16a,1,0,1
4257,"o gente que me bloquea que tiene un tweet de que debia haber mas personas como yo
o gente que le llamaba en rol calientapollas si el de la pelirroja fav que triste enamorarse en un juego el rol es el nuevo tinder",0,0,0
4258,@mmdeportesmx @BarronSports Le tocaron al camote qué lo llevo a Mónaco jajajaja tiene que defenderlo,1,0,0
4259,@c4jimenez @multimediostv Y la mamá seguramente tragando camote.,1,0,0
4260,¿Y que se hace acá en puebla? Se antoja pegarse a un camote aquelavrg,0,0,0
