,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0
1951,,Hijuelagranputa ojalá te maten de pura pisada en la cárcel https://t.co/RlpXEGkugF,1,1,1,1951.0
2490,,"@Norita_71_ Salvo que lo declaren mentalmente incompetente y lo pongan a cargo de alguien, no pasa más nada. El coso lo iban a detonar, pero de algún lado se lo robaron, ¿no? Y el resto de los miembros de la célula subversiva siguen dando vueltas y haciendo de las suyas. Total normalidad.",0,0,0,2490.0
3293,3293.0,"Nada más en vestir, pasear y darle de comer al bodoque se acaba el sueldo de López , como le hace para todos los trajes, corbatas y zapatos de lujo que usa López, ladrónde sale? CO co roco cantaba el gallo Co Co ro co a la gallina..se murió mi gallo tuerto que será de mi gallina? https://t.co/Pqote8bqaO",0,0,0,
4455,,"Cansada si, pero no cansada de necesito descansar, cansada de necesito paz mental.",0,0,0,4455.0
4079,,"Otro desfalco más… este país no deja de sangrar; a la clase política deberíamos de extirparla de este país, es un tumor maligno que hizo metastasis. https://t.co/SRSo2jCesi",0,0,0,4079.0
2918,2918.0,@SergioSarmiento Ese pigmeo es un apologista del narco https://t.co/SEg3bjAPVM,0,0,1,
2110,,Diario llegaba del trabajo a revisar si ya había una noticia y hoy sí se me cumplió jsjsjs 🥹💗💗,0,0,0,2110.0
2832,,¿Pérez Dayan le dijo mezquino a Zaldívar?,0,0,0,2832.0
3805,,"@HernanGomezB @CitlaHM @senadomexicano Ahora resulta que la de la imagen que agrede, vocifera y amenaza; la del autoatentado con bombas de talco y la de los bloqueos a quien no piensa como ella, es ejemplo de sensatez, prudencia y discreción

O perversos corruptos, o locos esquizofrénicos. La izquierda solo queda ahi.",0,0,0,3805.0
5216,,"Levanta tu gordo trasero y sal a correr 12 kms diarios antes de ir a la maquila, en una semana te garantizo resultados, sino chinga tu madre desde mi privilegio https://t.co/MzKOcU0WjI",1,1,1,5216.0
2611,,@strwberrymilk18 @milephakphum @Nnattawin1 A mi me encanta como @milephakphum mira a @Nnattawin1 hay mucho amor en esa mirada ❤️❤️,0,0,0,2611.0
1845,1845.0,"""Nunca lo vas a hacer mamila huevón""......
¡Se tenía que decir  y @franciscozea lo dijo!👏 https://t.co/cAFgJ8KV51",1,0,1,
1131,,"@huerta_cesar Pues si wey si en todos lo partidos se la pasan encerrándose, nomás se atreven atacarle a equipos del lugar 13 pa abajo",0,0,0,1131.0
3985,3985.0,La re concha bien puta de tu madre gallego pelotudo https://t.co/8ZvCiIOTzu,1,1,0,
4648,4648.0,"@jzvideo Ignoraron al Mencho
Y algún hijo del Chapo Guzmán?",0,0,0,
78,78.0,"@PedroFerriz  pero que forma de ponerse las rodilleras para lamer los gemelos ( si es que los tiene),  a @FelipeCalderon Que no sabes que su amigote Genaro esta imputado por diverso y graves delitos ? https://t.co/JqhXD4onnK",0,0,1,
4347,,ojalá la pudiera ver de nuevo por primera vez &lt;3 https://t.co/jvgKiG0M3s,0,0,0,4347.0
3084,3084.0,"@sotohoracio91 @AlanAdameMX @lopezobrador_ @ferbelaunzaran @SBASANEZ @SocCivilMx @Garcimonero @MElenaPerezJaen @LillyTellez @JJDiazMachuca @JPAlvarezGuedea @napoleon_mex Si ignoras que la ""cúpula intelectual"" de este gobierno está compuesta de aduladores al régimen populista y de discípulos comunistoides (Marx Arriaga, Taibo 2, José Hernández, et al), es lógico que no compres lo de la ideologización… cada quien sus limitantes.",0,0,0,
1618,1618.0,"@armandolenerol1 López,  godo lo q hace,  son declaraciones políticas,  politiquería ,  no le interesa el bienestar de los mexicanos,  bueno excepto el de sus hijos,  q mejor tributo a los mineros de pasta de conchos q mejorar la vida de TODOS los mineros",0,0,0,
3112,3112.0,@Pirouettee Perdón por ser ese provinciano promedio pero… Wey en Durango todos son primos de todos,1,0,0,
5034,,"Se me antoja andar con un tipo que suba una foto de mi, en mi peor ángulo y la descripción diga: te amo.",0,0,0,5034.0
2175,2175.0,@oxigeno14 El mame no se detuvo a tiempo.,1,0,0,
4824,,"Respeto a Björk como artista, me gustan varios de sus álbumes, pero creo que de un tiempo a la fecha se ha creído demasiado su locura performática y ha caído en un loop más bien aburrido. Pienso esto después de escuchar su sencillo más reciente, que no me gustó para nada.",0,0,0,4824.0
4845,,"La indiferencia junto con el silencio siempre ganó batallas,...no hablo de guerras porque no soy de atacar, pero nunca os voy a dar el protagonismo que buscáis, jamás, la inteligencia siempre es un grado😜",0,0,0,4845.0
4116,,"A ver trinkers, q a lo q se refería Rocío es a q RM cuente su vida con papeles. Q ha contado todo lo q le ha dado su cabeza para inventar y más pero lo suyo q es real y q sería interesante saber noooo #EnElNombreDeRocio1
#APOYOROCIO6S",0,0,0,4116.0
3378,3378.0,"y no se en qué salón, semestre o carrera vaya, solo se que existe en inglés jaja 😩",0,0,0,
5001,5001.0,"Dios mío, POR FAVOR PROHÍBE que venga un puñetero huracán para acá porque vamos a estar 4 años sin luz con estos imbéciles de @lumaenergypr",1,0,1,
883,883.0,"@JZamher @DarkJoestar @JRlopezbeltran @PumasMX @ClubAmerica Hasta la esposa le compró el Chuchumeco, rey de la tierra del tamal de chipilín, a Chewbacca.  Le compró hasta carrera empresarial a la esposa para justificar negocios con PEMEX.  Como sea es corrupción. Tú deberías de ser el primero en criticarlos y juzgarlos.",0,0,0,
4840,4840.0,@SoyPan__ Un tal Soypan por meada,0,0,0,
5343,,Acuña diciendo que los docentes vamos a tener que ir un sábado a capacitarnos KJJJJJ tu vieja va a ir un sábado,0,0,0,5343.0
147,,@nadamasquemeno1 JAJAJJAJAJAJAJA pendejo,1,0,1,147.0
3482,,Veo muchos TikToks de morras que se cansan de andar buscando los álbumes del mundial y luego se ponen a pegar estampitas con sus novios jajajajaja que bueno que a mi novio le gusta el básquet😭😭😭 porque paciencia no tengo para andar pegando estampitas.,0,0,0,3482.0
3152,,"@JuHan_Solo Guao!!!! Increíble!!! No lo puedo  creer pero es que ese carajo es de otro mundo....imagino que del mismo mundo de la chica que salió hablando en otro idioma en la redes sociales,  ver para escuchar a esos estúpidos",0,0,0,3152.0
4277,,"@jrsestaca Los libertarios cómo argumento para derribar chairos jajajaja, no mames esos tipos no son trascendentes en sus países, búscate una narrativa chingona, por eso la oposición está jodida en México. 
Seguro piensas que AMLO es socialista, ¡Que bruto!",1,0,1,4277.0
4669,,@Milagrosurb @ReporteYa @freddyzur Presos deberían de ir.. se van a otro país y se llevan sus miserias,0,0,0,4669.0
887,,¿Alguien con boletos para el juego de hoy en el BBVA?,0,0,0,887.0
4348,,@alfredodelmazo #SeguimosDandoResultados  #5toInformeEdoméx muy buen trabajo ojalá se continúe con esos apoyos a quien lo necesita,0,0,0,4348.0
4377,4377.0,"@ElCooree Ijole amigo yo no creo pero conosco a la persona correcta: @DatZuzu 
El era de Atheris pero se chingo la rodilla !",1,0,0,
3687,,@lopezdoriga Puras vergüenzas con este tipejo,0,0,1,3687.0
5832,,Estúpida gorda traidora pero se ve que traga muy bien y gracias a Morena. https://t.co/HE7LTKyv8P,0,0,1,5832.0
2873,2873.0,"Por pesetero, bien merecido lo tiene jajajaja. https://t.co/XnpQbWABEl",0,0,1,
2222,2222.0,"Que Hp estrés cuando no saben atender y cobran mal, devuélveme mi Plata ya no te quiero comprar nada",0,0,0,
5022,5022.0,"@mrspascalispunk Pierdes un putamadral de dinero, patrocionios y en el caso de Tigres casi desaparece pero eh, nomás vuelves y ya.",1,0,0,
2445,2445.0,"@DonVocero El anciano, el otro es un monigote chupapijas que hace lo que le diga López",1,0,1,
3370,3370.0,"@racing_locura67 un club grande necesita hinchas grandes. No pelotudos que lloren por milito. Tener el club ordenado te permite millones de cosas, fijate los vecinos como estan sino. Y bobo seras vos que tenes q esconder tu identidad atras de una foto y cuentita de twitter, pedazo de salame.",1,1,1,
3559,3559.0,@Oraculo7777 @charovargas_ Estoy de acuerdo. Es mi perspectiva. Y por ello mismo le hice un tuit. Justo para ver quienes llegaban a esa tautología.,0,0,0,
1732,1732.0,"#Opinión Presencia| ¿Será que el sector campesino, se pinte de guinda? https://t.co/ouT511iEyx",0,0,0,
814,814.0,Me dan ganas de llorar ver a la chiri triste 😭,0,0,0,
4162,4162.0,"@WalterCoto_ Cuando quitan el Fodes, hunden las alcaldías y salen al rescate, ven el cagadal que ustedes mismos provocan. Tajo de haraganes incompetentes",1,0,1,
3052,,@CitlaCarvajaI La pendeja de la educación sin cerebro jajajaja,1,0,1,3052.0
2214,,"El día que estuvo el mamarracho de palacio en Tijuana.
Había militares por todos lados, ese Viernes conté 16 vehículos llenos de soldaditos.

El Sábado conté 3

Pero sigue siendo lo mismo en el estado. https://t.co/OmmCEHgRYV",0,0,1,2214.0
2278,,"@75Michelas @Karengualquer @JL0_42 @AntilopeMalo @MikeFit17 @SUperMarioAnti4 @MI_NUEVO_CLON @wandocell @MinekoKia @jmvillalpando04 @Jose11304074 @evilscrat @ManuelVegaMX @adnware @liderponce2129 @soccergol4 @javithechef1 @Lpez1Pio @GianinoGian @NateHowl @maurotimauroti @Ursulaliber @KleineKrOteFifi @blkalexmx @estanislaojr @MIKE_DRG4915 @AlanFrancisco75 @RicardoRaulHer7 @vemfelipe @napoles_o @AlbertM81 @PrepperJapeth @pejestad @EleazarHdez @mariabages1 @samcro876376274 @Dig1Tesla @Consuelolvare11 @MiguelB50473177 @camagui1971 @AcmeMxx @re32552064 @coyoacan_leon @nvoregimen @ElLoboFenix @Alejand86478473 @Rage1969 @Rocio_Mx @mind_jacket La VIVI( tiene como 20 AÑOS VIVIENDO DEL ERARIO)pariente del borolas, achichincle de GARCIA LUNA...andaba ENOJADISISSIMAA. https://t.co/etOcIddeVj",0,0,1,2278.0
5524,,@ClaudioXGG Ya se le agotó  las ideas este corrupto ladrón  de Claudio X,0,0,1,5524.0
2060,,Me estaba acordando de mi travesía para poder llegar a Gdl el 26 😂 mi vuelo estaba retrasado 3 horas y ya cuando al fin íbamos a salir cerraron el aeropuerto porque empezó a caer el diluvio y tuvimos que esperar como 40min más. https://t.co/Q708Hz3BoM,0,0,0,2060.0
831,,@alitomorenoc no que muy sácale punta???? Eres un miserable corrupto  cobarde! https://t.co/b9AzFr5IwL,0,1,1,831.0
4234,4234.0,"@jenarovillamil @Letamaya @SEP_mx @lopezobrador_ Para ti todo es un acierto del cagón, Jenara. Se te nota lo empinado hasta cuando te sientas",1,0,1,
3406,,"#SaludyBienestar 
La música puede mejorar la salud y la calidad de vida, en un artículo publicado en el Journal of the American Medical Association Network Open se divulga que 26 estudios  concluyen que la música optimiza el estado de ánimo y el bienestar de las personas. https://t.co/p8JglRYnai",0,0,0,3406.0
1020,,Que perro estrés intentar e intentar 😴,1,0,0,1020.0
1142,,Yo no confío no en mi sombra esa puta me deja cuando caí la noche 🫡,1,1,0,1142.0
1337,1337.0,@sweetpepocodein @sosasex0 famoseo,0,0,0,
765,765.0,"Según el estudio ‘En México no falta agua, sobra chatarra’, una de las industrias que tiene mayor impacto ambiental es la refresquera Coca-Cola.

https://t.co/Kp0R72086d",0,0,0,
2930,,Y el traidor @alitomorenoc  y su partido PRI=@PartidoMorenaMx = basura https://t.co/HuOXXcA0ED,0,0,1,2930.0
4033,4033.0,"@Random_Dragon @nuevoporta @A_W_0_S Ni yo XD, esque es acojonante, le dan 300 piruetas para evitar decir que laje se ha equivocado",0,0,0,
564,564.0,"la vida me dio este físico, esta inteligencia, este sentido del humor y este mal carácter del carajo para que lo use obviamente",1,0,0,
5128,5128.0,@mawspreen @dedreviil Escribe bien puto,1,0,1,
3053,,"@terrosatanico Conmigo si es cierto , confía en tu cerebro",0,0,0,3053.0
4150,4150.0,"@VicenteFoxQue Inutil tú pinche viejo pendejo… pero eres tan pendejo que hablas del 2000 al 2006 pinche momia, ya regrésate a tu sarcófago. Nomas andas dando pena pinche ex presidente de cagada.",1,1,1,
3417,3417.0,@AlexiaGarciia Tu sapo te estresa mucho? 🤣🤣🤣,0,0,0,
1784,1784.0,"sino una horrenda expectación de juicio, y de hervor de fuego que ha de devorar a los adversarios.
Hebreos 10:27",0,0,0,
813,,"Se que el alejarte fue mi culpa, todas mis acciones me llevaron a esto, me siento miserable por todo esto y solo quisiera que todo fuese un sueño.",0,0,0,813.0
2791,,"Jamás he utilizado el NFC de mi celular, ya soy un vejestorio jajaja",0,0,0,2791.0
2508,,Dios mio https://t.co/vg4RKLCPkY,0,0,0,2508.0
4240,4240.0,@CremasOficial @Diriangen_FC @Concacaf En su casa el mas grande de Nicaragua les dio verga albo cagon  no existis,1,0,0,
4988,4988.0,"Puñeta, de Barranquitas a Metro fue una hora con trece minutos.",1,0,0,
4504,4504.0,@oliviapurrr_ Señor culo 🍑😍,1,0,0,
243,243.0,"@AngelAl39261911 @domingo87627346 Eso hicieron en la UCV y en la de Carabobo !! Pero no contaban con que Maduro casi sin recursos se les metió por la baranda y las puso ""pepiaitas"" Como decía Chavez.",0,0,0,
4992,4992.0,¡Una coperacha para esta ChoraTV manca que necesita una prótesis biónica para hacerse una puñeta! https://t.co/WEJrZTZzYa,1,0,1,
3996,3996.0,"Hoy le conté a mi jefa sobre el pendón de Chilpancingo, la tigrada de Chilapa y la Mona y Mojigangas de Tlapa, y me encantó que anotó las fechas para poder ir. 🥰🥰😍

Incluso dijo que el siguiente año, si seguimos por acá, podríamos traer tlacololeros para las fiestas patrias.🤩",0,0,0,
2584,,"Mira mamá, salí como meme 🤣 https://t.co/lCEyl19QLH",0,0,0,2584.0
5817,,@gothgirlvamp1 La pasta de dientes no se traga!,0,0,0,5817.0
2039,,"Me caen bien gordos, pero gorrrdos!, los hijos de los vecinos que tocan a la puerta y cuando les abres te dicen con voz de niño retrasado: ""Diiiiceee mi mamáaa que si le preeesta un maarttiilloo""
#ChesMorrosTetos",0,0,1,2039.0
816,816.0,@Samanthapazzi Te extraño mi chiri;(,0,0,0,
2954,2954.0,@i_amlola80_s No me gusta la piña🤷🏻‍♂️,0,0,0,
2340,,@MichelCaballero El testaferro embajador está en bajada: ¿quieren subirlo?,0,0,0,2340.0
398,398.0,"Los que la queráis sin cacatúa (rancia) dispersaros.
No os merecéis ninguna estatua. https://t.co/WjMU6A2dv4",0,0,0,
2976,2976.0,"@VictorM90AL @NameSearch_ El cine como arte llegó a su apogeo con el estreno de ""El Diablo, el Santo, y el Tonto"" con la actuación estelar de Vicente Fernández y el Piporro.",0,0,0,
82,82.0,@AntonioRNaranjo @eldebate_com Tú si has sido denunciado y condenado😉y tu amiguete negro también 😉,0,0,1,
1703,,@o_edith Cara de Tamal,0,0,0,1703.0
2808,,"@irmoralesl Empezando por Barttlet, la Miss Piggy Sandoval, El vejestorio Nalga Sanchez Cordero y así hasta llegar a sus cogollos y demás parentela...",0,0,1,2808.0
1461,,@Angelic18840125 Que bonita tu de lameculos. Haga lo que haga su Mesías le aplauden a lo pendejo.,1,0,1,1461.0
1907,1907.0,"Oigan, a qué le tira este español izquierdoso, un asco compartir nombre con este cuate...(Pásenle la constitución) https://t.co/oPbpaPkEgT https://t.co/2NnZEAR8Cu",0,0,1,
630,630.0,"24' Esos Xolos nos agarraron la carnaza y se iban ya metiendo a nuestra 🥅

¡Venga, mis Enfranjados, más atentos!💪🏻

#LaFranjaNosUne🎽 https://t.co/N3lJNnaUwJ",0,0,0,
2506,2506.0,"Algo curioso es que amo el woojunho, pero cuando Hyun era MC de muco yo solo amaba a Hyun MC ¿me entienden? Osea como que yo no terminaba de hacer match con el trío en que estaba Hyun (a pesar de que minju hizo trio con Hyun) y no se porque ¿?",0,0,0,
3499,3499.0,"@janogarcia_ @elliberal_com Creo que el problema no fue la espada, el detalle es que la “procesión” iba acompañada por una soflama política: “Alerta (bis) que camina la espada de Bolívar por América Latina”. Esa soflama es de origen chavista: la “espada” la usaban sus seguidores para referirse a Chávez.",0,0,0,
2064,2064.0,"@Jc_Monroym @Tamedamus Así le pasó a la sub 17 nadie la peleaba porque nunca hacía nada en los mundiales y hasta que llegó ese mundial en Perú la gente la volteo a ver.
No sé por qué tanta lloradera",0,0,0,
1096,1096.0,@curiche_javier Gracias a veces me da por escribir y lo hago hermoso lunes corazón chileno.....un abrazo virtual para ti... https://t.co/QEQ846t1b2,0,0,0,
4993,4993.0,Puñeta por que ahora hay tapon y no hay parking en el rum desde las 8am???,1,0,0,
5240,,"Perra, tu sabes que yo soy la que vende esoooooo.",1,0,0,5240.0
3797,,@PaniniSportMx @Alvaro10fidalgo Sin broncas queda mejor que muchos otros 🇲🇽👌🏻,0,0,0,3797.0
4242,4242.0,@Sedas7ian1 @JavierMontanna @BullyingFutbol Que vas de un error en un partido a regalarle 2 campeonatos a un vil cagón y mediocre equipo de fútbol.,1,0,1,
2968,,@RuidoEnLaRed @_Bitya ESTA BESTIA NARCO TERRORISTA SATÁNICO NO SABE DE DIGNIDAD NI VERGUENZA.,0,0,1,2968.0
4558,4558.0,@FCB_ALEJANDRO_ @PumasMX No digas mamadas eso no se ase solo es emputarse y si cambias de equipo ya llegale de este lugar,1,0,0,
543,,"@JumboVismaRoad @rogla Vamos Campeón! Vamos, recupérate y demuéstrale a todos que sigues siendo El Puto Amo! #FuerzaRogla",1,0,0,543.0
2408,2408.0,"Weeee, ahorita en mi facultad un chico paso junto a mí y me dijo ""buenas tardes"" como si yo fuera un adulto o así. Mocoso baboso",1,0,1,
4489,4489.0,@ManelIbezRoca1 @JesusGomezIbae2 @CasademontZGZ A mi me está empezando a mosquear tela la tardanza en traer los que faltan... mientras equipos de NUESTRA LIGA están reforzándose del copón,0,0,0,
4762,4762.0,"Nada estorba a la santidad si somos fieles. 
(Madre Maravillas de Jesús)

https://t.co/Z6UZB780l3
https://t.co/vGdslpTeFe",0,0,0,
4840,,Ya llevo de amiga con Gali 2 años y jamás pensé que una amiguita de peda fuera a ayudarme a descubrir tantas cosas de mi misma,0,0,0,4840.0
2419,2419.0,Que si soy del 2002 mocoso miado,0,0,1,
5126,5126.0,"@Quijornero1 Otra vez? Teniendo en cuenta lo que está pasando en todo el Puto Planeta, va demasiado bien. Esta es la proyección en 2022 con parte de Europa y los EEUU en recesión. Ignorante. Todos los hoteles, restaurantes, discotecas, bares, chiringuitos de lujo a tope. https://t.co/6444br17St",1,0,0,
4410,4410.0,@FunesRipari La chorra de Cristina también tiene sociedades off shore en las Seychelles,1,0,1,
5334,,"@gerardjarteaga @LaChiquisYareli En Mexico cuando dicen “vieja el ultimo” hasta las mujeres pegan la carrera, así de MISOGINO es el pueblo",0,0,0,5334.0
755,,"@Aliensde4ta @IngridBrans @baidon_bicho @dejateilumino Jajaja lo dice una cuenta genérica aún más ignorante, ¿con que cara ?😂😂😂",0,0,1,755.0
1496,1496.0,@latalTania https://t.co/SwBJH3i9XD deberían de condenar al mal nacido de Ortega y la furcia de su mujer por violar a su hija de 10 años e aquí la prueba,0,0,1,
1056,1056.0,¿Soy la única que le da asco comer con cuchara? (obvio la sopa sí) 😔,0,0,0,
146,146.0,@ZuluetaAndy Siii eh visto pocos partidos de el y era un Crack hay una atajada en la Final de la Libertadores del 1966 Peñarol vs River donde atajo con el pecho el balón increíble.,0,0,0,
5749,,@RonaldoGuevara9 UN DELINCUENTE DEBE DE ESTAR PRESO,0,0,0,5749.0
2699,2699.0,"@rubengluengas Claro, cuando usted guste y si no se molesta el Dr. @ManuelGilAnton, académico del #Colmex, charlar con un nadie, con un peligrosísimo palurdo como publicó @Letras_Libres; adelante, intentaré estar a su altura. Le ofrezco un humilde abrazo.",0,0,0,
5429,,"@RobertoMadrazo_ @YasminEsquivel_ @lorettaortiza Ustedes lo que quieren es que ladrones como tú, roben, maten, violen, y hacer todo tipo de delito y andar libres y eso pues el pueblo quien es quien manda, no lo tolera, imagínate, si te robaste un maratón que no podrás robarte......",0,0,1,5429.0
2690,2690.0,"@power_crossfit @AnaMad58 @AuroraLapitera Te defines como paleto y borrego y luego pastas. ¿Eres una cabra?. Repasa el tuit, anda.",1,1,1,
6000,,@azucenau Viejo hipócrita.,0,0,1,6000.0
551,,un puto cuquero https://t.co/GqcEAOY3ib,1,0,0,551.0
5083,5083.0,@abrahamjbt @NiTanRoca Hasta te quito la puteria. 🤣,1,0,0,
1910,1910.0,@JuanPappierHRW @ChepeZamora @CarlosDada Como todo izquierdoso defendiendo a extorsionadores y lavadores de dinero.,0,0,0,
3345,,"16 años escuchando sus estupideces, para que hoy venga a reconocer que su némesis @FelipeCalderon, tenía toda la razón.
Y el muy idiota cree que se gobierna con “opiniones”.

#LopezBasuraPresidencial https://t.co/fpTgr6jmMJ",0,0,1,3345.0
5310,,Mirar a mi amiga y lo primero que me diga es “Que pedí vieja lesbiana”,1,0,0,5310.0
385,385.0,"@GaribayCamarena Yo por eso creo que el adjetivo ""burgués"" se debe más a una actitud que a un estado de vida. Burgués es quien quiere comer sin trabajar. Conozco pobres con actitud de burgués, y también muchos ricos con espíritu obrero.",0,0,0,
3622,,"@Mlke_13 Ese no sabe lo q está hablando,.no nos representa es un mongolico",0,0,1,3622.0
504,504.0,"@HaffelyGalarza3 gracias Marlon un camastro para asolearse, pero la morra me tapa",0,0,0,
623,623.0,"Mandil de Carnaza

✅Carnaza Vacuna
✅Protección para soldar

📧 ventas@globallabastecedora.com
🌐 https://t.co/g7WBTfIVGG

#safetyfirst #globallabastecedora #seguridad https://t.co/GX8HwPHNHI",0,0,0,
1733,,@Yali_AM @Diversus_ Este me quiere robar a la novia en mi propia cara 🙂🔪,0,0,0,1733.0
5954,,@e_steampunk @JLozanoA Pesa más tener el respaldo de un wey con poder.. no importa lo estúpido o ignorante que seas así se manejan las cosas en este México lindo y querido tan lleno de hijos de la chiiiiiiii,0,0,1,5954.0
4126,,"@daniel_rp9 @IngridBrans Cuando tenía el cuerpo lindo sin tatuajes, hoy sigue siendo muy guapa pero a mí gusto exageró en marcarse la piel, aunque cada cabeza es un mundo y cada quien es libre de expresar su libertad.",0,0,0,4126.0
2656,2656.0,"@ElCuerv0Nica Pajarraco Vacanalero , 🥳🇳🇮🎉👀❤🎊🍺🍾🍷🤫",0,0,0,
4818,,"@Hans2412 @MarkoCortes No sabemos que razones están orillando a el PAN a hacer este anuncio, se había trabajado mucho tiempo en la Alianza por México y esto la manda a el caño.",0,0,0,4818.0
1202,1202.0,Continúo sin encontrarle sentido a este enchufe 🤨 https://t.co/O5QZ3B3dYY,0,0,0,
2302,2302.0,@K_Marmota @NacionFantasyMx vamos a darle !!!! #NFFL3 división Soñadoras,0,0,0,
5501,,@irmoralesl Eres un corrupto ladrón.. https://t.co/IqDxcyv9Kx,0,0,1,5501.0
3222,,"Deberían hacer que la Marina controle y adiestre a las policías municipales y a las policías ministeriales y estatales, y si se puede hasta los de tránsito. En la actualidad esas policías son simples simuladores , que están enteramente al servicio del narco.",0,0,0,3222.0
2111,2111.0,@lusivilanova Ay pero si yo soy una machanga 🫣,0,0,0,
356,356.0,"@Kingof_Ithaca Imbécil, gilipollas, tonto el haba, borrachuzo... Podría seguir, pero me quedaría sin espacio",1,0,1,
69,,@Leila_Nash @D4MON Pero debe ser la@misma mierda con distinto olor,1,0,0,69.0
4859,4859.0,@adriianatj @UnMarcianoChido @MelissaPurrs Sencillo ¡Porque querían entrar a mear! Apurense gritaban,0,0,0,
169,169.0,"Los únicos que estudios que tienen son los de cómo atracar el presupuesto, como desviar los recursos públicos y como hacerlos llegar a los bolsillos de sus socios y cómplices. La educación no es prioridad para este gobierno, https://t.co/3Ug7YxpUHq",0,0,0,
5711,,@Jacinta_Camila @rsalrocky1 Y aún así chillo como marrano cuando le quitaron la pensión. No tienen llenadera x eso no quieren a mi presidente AMLO,0,0,1,5711.0
1533,,"La mujer salió de su casa, luego la subieron por la fuerza en un vehículo, luego de varios días de cautiverio escapó y la rescató la policía. https://t.co/HIH2Za1YYv",0,0,0,1533.0
2881,,"@CMA_mx @bobsalca @lopezobrador_ @FaustoGuerrer19 @AICM_mx ¿Apreciable?

Despreciable, ruin, perverso y mezquino.",0,0,1,2881.0
2286,,"@Newsmexico4 Si la denuncia fuera en serio, hubiera acudido la #DelfinaRateraDe4Ta en persona, y no una puta achichincle. Es más un amago político que otra cosa. Se sabe culpable y no denunciará.",1,0,1,2286.0
2251,2251.0,@buhitoxox Marica los amo vamos cuando vengan por fa,1,0,0,
1562,1562.0,"Hostigando al pueblo al atentar contra las creencias, ahora la salud, el régimen y su florero Alcocer que no da la cara,el gato la pone denosta insulta quien le saca su trabajo y responsabilidad #primerolospobres #muertoelperro #MexicoEnLlamas #CallateHugo #AndresElMiserocordioso https://t.co/igicMW6Ybm https://t.co/FGRHVuH9pH",0,0,1,
5065,5065.0,hoy donde puteo?? https://t.co/U0dUqsBvGQ,1,0,0,
4861,4861.0,"Algo me hace creer que es para que los FIFAS no vayan a hacer sus clásicas ñeradas como mear en el Arco del Triunfo, porque allá sí les cortan la mano u otra cosa. https://t.co/Mv0GSggvpU",1,1,1,
2067,,"@LaChiquisYareli Y si te pones en el nombre “Obradorista” no eres pendejo, eres RETRASADO",1,0,1,2067.0
3040,3040.0,"@Danijim2002 @Sonybtw @Cyperzzfn @defiable1_ @AIliege @DragonRG_ Pasa que si no especificas a quien le hablas y etiquetas a todos se dan errores maldito desgraciado indígena, seguro si tienes iPhone con botón maldito pobretón indio",1,1,1,
2591,2591.0,@VivianaLealR feliz ombligo de semana..saludos.,0,0,0,
2864,,"@laloespana Lo de siempre, atacas y después te victimizas, eres mezquino y miserable, que te quede claro que sí te metes con el presidente te metes con millones, así que aguantas. Además de pésimo comediante, chillón 🤣",0,1,1,2864.0
5199,,"¿Por que los maridos son los que le exigen a su mujer sobre su aspecto y/o fisico? Vato tu eres el que se esta poniendo gordo y se esta quedando calvo, think about it.",0,0,0,5199.0
848,848.0,"@aldodavila_gt Una vieja placera no te gana, vulgar!! Junto con tu cholero que ahora ya se cree personaje",0,0,0,
1011,,"@Democracia_mx @Letamaya Te aplica Chairo asqueroso!
#AMLOMienteYNoDaResultados 
#AmloFracasoPresidencial https://t.co/eIMDHoL4S3",0,1,1,1011.0
1324,,@zezy_tavaresb @clubleonfc @jorgediazromer @AlanRea19 @PacoVela14 @fcjuarezoficial Si! Que bien por la viejita. Mal por el nieto huevon.,1,0,1,1324.0
3352,,"@zootvman @E28637089 @ChumelTorres Pues que sugerencia tan idiota, mejor en vez de sugerir exija pero al gob que para eso nos quitan impuestos a todos.",0,0,1,3352.0
472,472.0,"@recour___ Nmms fui al OXXO de tu calle por una cajetilla hace rato, te hubiera llevado unos cigarros jaja",1,0,0,
5797,,"El encargado tremendo traga sables, le ayuda a conseguir posibles víctimas. 
Una pendejada una vergüenza. https://t.co/f0qLwn42v2",0,0,1,5797.0
2025,,@hadagago @Nuvia_OuO Yo no dije ninguna pendejada que seas retrasado de mierda y no entiendas es tu problema yo no la insulte. Solo le dije empática. No sabía que era un insulto.,1,1,1,2025.0
863,,"Como les dije ayer, hay descuentos para verme en #ConejoRojoConejoBlanco en @LaTeatreria! ¡Hay 30% de descuento hasta el 09 de septiembre, ahí en el link!

https://t.co/Y5ugEZzh81

¡Si conocen alguien que le caiga mal, también mándenlo, igual nadie sabe qué va la obra! https://t.co/H5T82KRxft",0,0,0,863.0
4879,,"Sinceramente jamás esperé ver este reencuentro; especialmente después de que en aquél cruce entre Cristina y Pedrerol se estuvo a nada de llegar a las ""chulerías"", ""coños"" y demás improperios.

#ChiringuitoCubero

🖥¡Feliz vuelta @criscubero!👏🏼

https://t.co/EHEhVQ55Lf",1,0,0,4879.0
3530,,@vecl_ Me contas si te gusta 🥰🥰🫶🏻,0,0,0,3530.0
1814,1814.0,"Acabo de leer lo de las consultas en farmacias. De verdad que López Gatell es el único homunculo al que me gustaría encontrar para decirle “desgraciado asesino” en su cara. 

Perdón por mi nula zen energy hoy, pero es de verdad inaudito que siga ese mal nacido tan campante.",0,0,1,
